version,Mean AUC,Mean Precision,Mean Recall,Mean F1-Score
2.0.0,0.8590754387523905,0.7461031207354736,0.2285204081632653,0.34863023491464984
2.1.0,0.7907173870526465,0.7291666666666667,0.07807539682539683,0.13853486133653015
2.2.0,0.8136569509833443,0.5499999999999999,0.04338235294117647,0.07796946656060905
2.3.0,0.7949006099325928,0.40625,0.03977272727272728,0.07096571906354515
3.0.0,0.8151248156982684,0.7101429348684122,0.7331491873197271,0.7211942815373862
3.1.0,0.8607733326954348,0.0625,0.010416666666666666,0.017857142857142856
4.0.0,0.8174024785241516,0.0,0.0,0.0
